0.11203,-0.098476
-0.087525,0.37437
0.43166,-0.31715
0.18414,-0.0013021
0.051983,0.76299
0.57311,-0.14049
-0.0038584,0.76243
0.030625,0.17421
-0.24896,1.0564
1.1902,0.29601
-0.43131,0.15802
0.062782,0.015105
-0.10991,0.032132
0.16478,0.87057
1.6115,0.41641
0.028456,0.16325
-0.92442,0.31063
-0.35629,-1.307
0.27938,0.24552
-0.18528,-0.0040446
-0.015221,0.0027741
-0.06513,0.2682
-1.265,0.26143
-0.30715,-0.077879
-0.28169,0.17853
0.52986,0.077913
-0.13256,-0.21123
-0.27389,0.59122
-0.3898,0.71293
0.15296,-0.24025
1.0406,0.032765
0.36794,0.094357
-0.061735,-0.022281
-0.75795,0.80761
-0.81978,1.1017
0.069107,-0.33914
-0.016787,-0.20149
-0.87983,-0.17652
-0.59817,0.23985
0.12093,0.034489
0.019327,-0.98166
-0.097971,0.013318
-0.15483,-0.45097
0.052836,-0.15082
-0.21758,-0.53832
0.009763,-0.071168
-0.10787,0.52549
-0.64086,0.2924
0.9857,0.33896
-1.2688,-0.19233
-0.23581,0.43602
0.19671,0.61895
0.25101,-0.10923
0.50175,-0.54606
-0.068703,0.028819
-0.35885,1.4725
0.042037,0.13521
-0.1567,0.0064551
-0.22294,-0.27144
0.15701,0.20699
0.77621,-0.064308
-0.056778,-0.30254
-0.059431,0.32698
-0.26364,0.028455
0.22386,0.37283
-0.18398,0.10808
0.14859,-0.27684
0.56565,-0.046827
-0.90609,0.86725
-0.6151,0.1823
-0.20737,-0.036219
-0.066692,0.42105
0.061188,-0.11878
0.12247,0.12786
0.49407,-0.18066
-0.53592,0.2948
-0.19233,0.25212
0.038937,-0.069852
0.58941,0.12368
-0.08937,0.022535
-0.15909,0.21452
-0.22914,0.87233
0.122,-0.035329
-0.0033483,0.25433
-0.52312,0.058121
-0.1124,0.12643
0.25804,-0.48688
0.16687,-0.1635
-0.39277,0.15381
-0.33042,0.0294
-0.11877,1.3978
-0.2162,-0.25538
-0.30972,0.62171
-1.3221,-0.014249
0.023917,0.27143
-0.27407,0.11178
1.1064,0.088011
-0.54276,0.56962
0.31381,0.15479
-0.063444,0.15571
-0.27866,-0.0803
-0.54707,0.27245
-0.32104,0.38229
0.021894,-0.16374
0.39956,-0.21718
-0.89905,-1.3232
-0.014769,-0.049781
0.28144,-0.38359
-1.0875,1.5355
0.24493,0.11653
0.17214,1.6623
-0.11916,0.8932
0.72001,0.3095
0.67554,-0.30563
-0.31772,-0.020419
-0.38271,0.063626
-0.074699,0.45756
-0.29253,-0.46756
0.099779,0.094228
-0.15961,0.1051
0.42549,-0.31213
-0.21601,0.30298
-1.1721,1.4164
0.26984,-0.49677
-0.19674,-0.40743
-0.66809,0.24982
0.47642,-0.10523
0.77368,-0.14784
0.49335,0.36049
-0.67326,0.35894
-0.48731,-0.17397
-0.30054,-0.70052
0.3634,-0.7101
-0.027476,-0.42881
-0.73225,0.49927
0.0073754,-0.27578
-0.095021,0.70681
0.10985,0.29059
-0.39052,0.24793
-0.22518,-0.029153
-0.13127,0.011529
-0.2475,0.23807
0.94604,-0.9761
0.46446,-0.2964
0.27719,-0.15559
-0.049144,-0.52872
0.11629,0.48514
0.18819,-0.024626
1.2404,0.034889
0.19863,-0.38539
-0.19492,0.45466
0.17577,-0.14648
0.38599,-0.2691
0.35512,-0.19301
-0.1706,0.16991
0.010185,0.60707
-0.084504,-0.024769
-0.36944,-0.59529
-0.22943,0.12756
-0.46272,-0.050577
-0.87529,-0.10791
0.46284,0.037521
-0.79229,-0.31436
0.14438,-0.16031
-0.34356,0.084497
0.19575,-0.86425
-1.5121,0.66769
0.18704,0.3201
-0.27381,-0.13497
-0.97438,0.78211
0.2722,0.45799
-0.2568,1.3647
-0.38532,0.11529
0.11451,0.14012
0.037498,0.21338
-1.5616,0.0174
0.49231,0.10055
-0.12527,0.11452
0.021246,0.15755
0.2185,-0.11503
-0.32933,0.54839
0.81898,0.070638
-1.5454,1.4373
-0.11956,-0.30045
-0.067267,0.18847
0.014861,0.2387
0.42069,-0.040651
-0.55828,-0.16357
0.19272,0.11659
-1.6565,0.61413
-0.47794,0.17597
0.047755,-0.19126
-0.18549,0.30631
-1.3484,0.54174
-0.0061957,0.022527
0.18044,-1.2126
0.26442,-0.12231
-0.2531,0.34818
-0.068796,1.7324
-0.35512,0.23062
1.1243,0.013807
-0.074172,0.48681
0.24702,0.41202
-0.24669,0.17089
-0.57806,0.16495
0.041984,0.81049
0.0044112,0.16156
-1.3029,1.1596
0.024848,0.039562
-0.22118,0.32447
-0.29814,-0.26025
0.16742,-0.077139
0.21481,0.01359
-0.40225,0.21563
0.12381,0.13422
0.22232,0.060322
-0.33077,0.50123
0.14536,-0.076325
0.43902,-0.71903
0.27008,-0.5285
-1.0299,1.4859
-0.17845,-0.58855
0.34677,0.49293
0.054671,0.18709
-0.04617,0.092961
-1.9371,0.68898
0.1211,0.098203
-0.32049,0.46147
0.77608,-0.22888
0.23293,0.67557
0.36082,0.11172
-0.04168,-0.93967
0.25153,-0.13681
0.50957,0.36387
0.062667,0.081749
0.057634,0.0076637
0.32922,-0.38652
-2.4416,1.091
0.17882,0.070996
0.25269,0.17669
0.25416,-0.074486
-1.5613,1.4041
-0.070213,0.1967
-0.24608,0.092595
-0.12401,0.62709
-0.082758,0.29064
0.52709,0.21521
-0.32618,0.033709
-0.044315,0.025965
0.041043,-0.10502
0.14202,0.43236
-0.25689,0.018059
0.17876,0.29717
-0.11783,-0.18753
0.49935,0.020696
-0.0078939,-0.34154
0.0362,0.26071
0.12723,-0.12584
0.4112,-1.0999
-0.078222,0.22068
-0.9512,0.048772
0.11988,-0.047493
-0.20376,-0.029828
-0.011259,0.87046
0.069826,0.0025024
0.16055,-0.053145
-0.015307,0.26345
0.12846,0.20157
0.076614,-0.51106
0.20578,-0.044411
-0.30991,-0.15259
0.19806,-0.078668
0.25055,1.0033
0.17464,0.30867
-0.20787,0.13019
-0.033647,0.37043
-0.35378,0.8061
-0.38941,0.2603
0.10912,-0.073498
-0.075689,0.45604
-0.63769,1.4473
0.10475,0.36243
-0.062123,0.11404
0.96148,0.94681
0.70989,0.14922
-0.35594,-0.1056
0.21966,0.67655
0.268,-0.28531
-0.14013,-0.53225
0.048377,-0.45464
-0.47732,-0.32567
-0.18069,0.258
0.093502,-0.12835
-0.027871,-0.18984
0.079389,-0.065694
-0.063063,0.026966
0.34913,-0.2465
1.0777,-0.42503
0.20405,-0.2752
-0.16868,-0.19774
-0.0053623,-0.07235
0.42463,-0.16315
-0.17163,-0.012787
-0.5673,0.17561
-0.95851,1.3319
-1.435,0.93987
-0.04143,0.034501
0.26162,0.46059
0.1256,0.39836
-0.34477,-0.79355
1.9493,0.11117
1.1091,0.41595
0.058763,0.012152
0.088899,-0.098901
-0.36152,-0.13293
0.38922,-0.20658
0.040335,0.12395
0.11976,-0.35542
-0.57918,0.021667
0.14415,0.34317
-0.58828,0.12986
-0.072358,-0.096731
0.022247,-0.23737
-0.40995,-0.62524
-0.12973,0.73934
-0.051303,0.35452
-0.01457,-0.25161
0.06788,-0.13344
0.17034,-0.6285
-0.037334,0.57348
1.1164,0.1876
-0.44878,0.010001
0.087729,0.37546
-0.49903,-0.057547
0.92911,-0.02434
-0.26935,-0.95104
-0.16822,0.15661
0.084691,-0.066872
0.11263,-0.185
0.33595,-0.27734
0.18347,-0.17104
-0.17219,0.19073
0.0096456,0.27679
0.28292,0.006963
-0.47667,0.12417
0.22457,-0.23555
-0.060086,0.50676
0.46301,-0.90286
-0.034067,0.015454
-0.017409,0.013771
-0.49693,0.11263
0.021044,-0.033493
-0.099892,-0.1557
-0.27224,-0.17315
-1.1389,0.39373
-0.0026438,0.71566
-0.18619,0.08013
-0.10637,-0.062874
0.038581,-0.18979
-1.0621,1.296
1.4186,-1.8418
-1.4214,0.53733
0.18381,-0.43018
0.27689,0.17674
1.2972,0.090397
-0.11054,-0.29669
0.15629,0.20791
-0.1042,-0.73959
-0.21445,-0.0030515
0.4515,-0.23493
-0.22067,-1.2347
-0.51632,0.4515
-2.1703,-0.88877
-0.50028,0.45705
-1.1344,-0.10001
0.16269,-0.17076
-0.6072,0.29023
0.37946,-0.54102
0.21417,0.070622
0.17885,-0.27386
0.3264,0.42555
-0.016772,-0.17911
0.18546,1.2074
-0.0052923,0.45236
0.54474,0.10689
0.49893,-0.11027
-0.39234,1.5103
-0.049228,0.17253
-0.15136,0.44243
0.31,-0.04971
-0.15807,0.22382
-0.37642,-0.00040492
-0.26935,0.46769
-0.16505,0.46227
-0.042387,0.15584
-0.15567,0.15232
0.11506,0.57936
-0.11401,0.62606
-0.67127,0.068153
-0.18039,-0.39678
0.031092,0.23747
-1.2338,1.07
-0.058768,0.25098
-0.10955,-0.090498
0.019077,-0.0089009
-0.093498,-0.7364
0.15203,-0.12407
-0.6916,-0.11009
0.016901,0.46022
1.1694,-0.35013
0.090879,-0.11588
-0.60886,0.31136
0.29671,-0.22559
0.11952,0.045253
-0.50228,-0.1228
-0.27387,-0.35144
-0.51924,-0.11029
0.1761,1.3266
-0.54166,0.33034
0.033426,-0.12779
-0.9783,0.67428
-1.8557,1.6535
-0.13728,0.02648
-0.10837,0.40303
0.37162,0.70654
-0.13939,0.36496
-0.17696,0.18235
-0.068175,0.10368
0.10957,0.0088489
-0.37166,-0.16134
0.27827,-1.0821
0.15771,0.34444
0.061411,-1.0409
-0.01443,0.79572
-0.46845,0.71197
-0.24876,0.29129
0.29076,0.41077
-0.15248,0.72528
-0.35996,0.058738
0.21613,0.18406
-0.33103,-0.15615
-0.10438,0.022425
0.20286,-0.29232
0.14866,0.14299
0.50993,0.32151
0.75986,-0.16212
-0.22203,0.043211
-0.18776,0.23687
-0.065354,0.19751
-0.42499,0.14321
-0.059882,0.08306
-0.82984,-0.047599
0.68783,0.24632
0.89826,-1.4915
-0.082088,0.2031
-0.34369,0.070315
-0.22994,0.51732
-0.43644,0.53141
0.087827,-0.94611
0.072623,-0.14086
-0.11328,0.78639
0.02531,-0.55029
0.19007,-0.16104
0.18651,-0.71744
0.011257,0.37634
1.0513,-0.073335
0.057149,0.73297
-0.42666,1.0739
-0.75709,-0.50722
0.094344,0.040874
-0.3461,0.14936
-0.20867,0.42378
-0.057938,-0.38554
-0.16772,0.25626
0.02568,0.098729
-1.4838,0.59848
0.10544,1.2011
0.16385,-0.066425
0.18145,0.28264
-0.034326,0.13103
0.62679,-1.218
0.3871,-0.33169
-0.27265,0.70987
0.52512,-0.2314
1.0152,0.12522
0.26837,0.17494
-0.47525,0.17766
0.31455,0.11098
-0.13816,0.44369
0.21003,0.36996
-2.2176,0.54188
0.28429,0.76596
0.66029,0.38611
-0.8632,1.1066
0.17038,-0.099403
-0.21862,0.68957
0.50754,0.13734
-0.39042,0.074729
1.3789,0.35904
-0.16594,0.43699
-0.46443,0.2735
-0.09605,-0.25022
-0.132,0.099326
0.20986,-0.09553
0.097979,-0.038621
-0.28078,0.16781
0.010376,0.26067
-0.24729,0.25026
0.049043,-0.11391
-0.34676,-0.20698
-0.34592,0.20347
-0.19578,0.86125
-0.15765,0.2327
-0.54709,0.30778
0.59129,-0.16934
0.46201,-0.069944
-0.044814,0.090521
-0.55859,0.80158
0.36579,0.075069
0.1261,0.11476
0.039014,0.75258
0.056918,-0.088548
-0.8705,-0.23443
0.085964,-0.26381
0.39239,0.44604
-0.19947,0.046487
-0.068163,0.21854
